awq,station,name,date,time,temp,cond,nlf_cond,spcond,tds,sal,do_pctsat,do_mgl,do_pctEU,psi,ph,ph_mv,orp_mV,orp_raw,depth,baro,chlor_rfu,chlor_mgl,bga_rfu,bga_microL
14614,LP-NW-1,Lake Pocotopaug,7/24/2019,12:32:14,11.71,211.3,288.1,283.2,184,0.14,0.2,0.02,0.2,13.91,7.18,-37.9,-195.8,-195.8,10.056,748.2,0.14,0.66,0.2,0.19
14614,LP-NW-1,Lake Pocotopaug,7/24/2019,12:36:51,26.315,221.7,215.7,216.3,141,0.1,104.2,8.4,105.8,0.305,8.53,-119.6,36.2,36.2,0.487,748.2,0.41,1.76,3.22,3.28
15085,MP-1,Mashapaug Lake,7/31/2019,12:22:00,27.559,114.1,108.3,108.8,71,0.05,103.7,8.18,105.9,0,6.93,-23.5,293.3,293.3,0.272,743.7,0.05,0.28,0.02,0.01
15085,MP-1,Mashapaug Lake,7/31/2019,12:24:14,27.453,113.9,108.2,108.8,71,0.05,103.5,8.18,105.7,1.003,6.93,-23.3,301,301,0.98,744.3,0.13,0.61,0,-0.01
15085,MP-1,Mashapaug Lake,7/31/2019,12:25:53,26.528,111.6,108.1,108.5,70,0.05,101.8,8.18,104,2.463,6.88,-20.2,307.3,307.3,2.009,744.2,0.09,0.45,0,-0.01
15085,MP-1,Mashapaug Lake,7/31/2019,12:27:27,26.319,111.1,108.1,108.4,70,0.05,100.5,8.11,102.7,3.838,6.81,-16.6,311.2,311.2,2.979,744.1,0.17,0.75,0.04,0.03
15085,MP-1,Mashapaug Lake,7/31/2019,12:28:37,25.837,109.9,108,108.2,70,0.05,96.7,7.87,98.7,5.278,6.71,-10.3,314.5,314.5,3.995,744.2,0.16,0.74,0.01,0
15085,MP-1,Mashapaug Lake,7/31/2019,12:30:07,23.296,103.7,107.5,107.2,70,0.05,78.4,6.68,80,6.722,6.3,13.9,322.9,322.9,5.01,744.2,0.24,1.05,0.07,0.07
15085,MP-1,Mashapaug Lake,7/31/2019,12:31:20,18.799,92.6,106.1,105,68,0.05,70.1,6.53,71.6,8.099,6.13,23.5,328.2,328.2,5.975,744.2,0.18,0.8,0.1,0.09
15085,MP-1,Mashapaug Lake,7/31/2019,12:32:44,15.691,85.9,106,104.5,68,0.05,61.7,6.13,63,9.536,6,30.4,331.7,331.7,6.983,744.2,0.21,0.92,0.17,0.16
15085,MP-1,Mashapaug Lake,7/31/2019,12:35:17,13.291,81.8,107.2,105.4,69,0.05,41.8,4.37,42.7,10.916,5.86,38.1,333,333,7.952,744.1,0.19,0.83,0.2,0.19
15085,MP-1,Mashapaug Lake,7/31/2019,12:37:20,12.043,80.4,108.7,106.8,69,0.05,21.6,2.32,22,12.5,5.83,39.5,333.5,333.5,9.065,744.3,0.12,0.57,0.21,0.2
15085,MP-1,Mashapaug Lake,7/31/2019,12:38:58,11.447,79.8,109.5,107.6,70,0.05,11.5,1.25,11.7,13.638,5.82,40.1,333.5,333.5,9.864,744.2,0.18,0.8,0.28,0.28
15085,MP-1,Mashapaug Lake,7/31/2019,12:40:44,10.944,80.3,111.7,109.8,71,0.05,1,0.11,1,15.138,5.88,36.5,184.4,184.4,10.919,744.3,0.17,0.75,0.25,0.25
15085,MP-1,Mashapaug Lake,7/31/2019,12:42:38,10.275,102.6,145.2,142.7,93,0.07,0.5,0.06,0.5,16.595,6.54,-1.3,-57.4,-57.4,11.943,744.3,0.13,0.58,0.16,0.15
15085,MP-1,Mashapaug Lake,7/31/2019,12:47:10,27.694,114.8,108.5,109.1,71,0.05,103.4,8.13,105.6,0.001,6.9,-21.5,94.1,94.1,0.272,744.2,0.07,0.34,0.02,0.01
19346,MOR-1,Morey Pond,7/31/2019,14:06:20,28.009,328,308.2,310.1,202,0.15,102.3,8,105.5,-0.126,7.12,-35.3,281.9,281.9,0.183,737,0,0.07,0,-0.01
19346,MOR-1,Morey Pond,7/31/2019,14:08:05,27.386,323.2,307.6,309.1,201,0.15,100.8,7.97,104,0.844,7.11,-34.5,255.9,255.9,0.868,737,0.02,0.13,0.02,0.01
19346,MOR-1,Morey Pond,7/31/2019,14:09:55,26.841,319.5,307.5,308.6,201,0.15,97.5,7.78,100.5,2.232,7.03,-29.8,276.2,276.2,1.847,737.1,0.14,0.64,0,-0.01
19346,MOR-1,Morey Pond,7/31/2019,14:11:48,24.561,338.7,341.9,341.6,222,0.16,3.3,0.27,3.4,3.653,6.56,-1.4,71.2,71.2,2.847,737.1,1.06,4.4,0.39,0.39
19346,MOR-1,Morey Pond,7/31/2019,14:14:56,28.074,328.7,308.5,310.5,202,0.15,102.3,7.99,105.5,-0.1,7.18,-38.5,174.9,174.9,0.202,737.1,0.04,0.24,0.02,0.01
15621,BP-1,Beach Pond,8/1/2019,10:41:39,27.755,64.8,61.2,61.5,40,0.03,105.3,8.28,105.8,0.241,6.41,8.1,236.3,236.3,0.442,756.1,0.01,0.11,0.01,0
15621,BP-1,Beach Pond,8/1/2019,10:43:46,27.764,64.8,61.2,61.5,40,0.03,105.1,8.26,105.6,1.159,6.42,7.4,253.1,253.1,1.09,756.3,0.06,0.3,0.01,0
15621,BP-1,Beach Pond,8/1/2019,10:46:24,27.67,64.6,61.2,61.5,40,0.03,104.8,8.26,105.4,2.6,6.4,8.5,271.4,271.4,2.107,756.2,0.07,0.36,0.02,0.01
15621,BP-1,Beach Pond,8/1/2019,10:47:27,27.563,64.5,61.2,61.5,40,0.03,104.4,8.24,104.9,4.065,6.4,8.3,277,277,3.14,756.2,0.17,0.76,0.06,0.05
15621,BP-1,Beach Pond,8/1/2019,10:48:24,25.921,62,60.8,60.9,40,0.03,95.7,7.78,96.2,5.474,6.15,23.6,287.3,287.3,4.133,756.1,0.35,1.5,0.09,0.09
15621,BP-1,Beach Pond,8/1/2019,10:50:34,23.133,58.7,61,60.8,40,0.03,78.9,6.75,79.3,6.873,5.79,44.4,300.4,300.4,5.116,756.2,0.44,1.87,0.17,0.17
15621,BP-1,Beach Pond,8/1/2019,10:52:03,20.205,55.1,61.2,60.7,39,0.03,66.1,5.99,66.4,8.27,5.62,53.8,307.9,307.9,6.097,756.1,0.31,1.32,0.14,0.13
15621,BP-1,Beach Pond,8/1/2019,10:53:12,16.332,50.5,61.3,60.5,39,0.03,58.6,5.74,58.9,9.685,5.51,59.3,312.8,312.8,7.089,756.2,0.19,0.86,0.14,0.14
15621,BP-1,Beach Pond,8/1/2019,10:56:01,14.112,48.1,61.7,60.7,39,0.03,48.3,4.97,48.6,11.093,5.25,73.3,323.5,323.5,8.077,756.2,0.14,0.62,0.14,0.13
15621,BP-1,Beach Pond,8/1/2019,10:57:09,12.178,46.3,62.3,61.3,40,0.03,34,3.65,34.2,12.53,5.18,77,327.1,327.1,9.086,756.1,0.05,0.28,0.06,0.05
15621,BP-1,Beach Pond,8/1/2019,10:58:35,11.151,44.9,62.2,61.1,40,0.03,42.4,4.65,42.6,13.945,5.13,79.4,329.2,329.2,10.08,756.2,0.07,0.36,0.09,0.08
15621,BP-1,Beach Pond,8/1/2019,11:00:25,10.379,44.1,62.3,61.2,40,0.03,46,5.14,46.2,15.352,5.08,81.8,332.1,332.1,11.069,756.2,0.04,0.23,0.08,0.07
15621,BP-1,Beach Pond,8/1/2019,11:01:47,9.928,43.6,62.3,61.2,40,0.03,47.1,5.33,47.3,16.758,5.06,82.7,333.6,333.6,12.058,756.2,0.05,0.28,0.08,0.07
15621,BP-1,Beach Pond,8/1/2019,11:04:07,9.55,43.2,62.3,61.3,40,0.03,47.3,5.4,47.5,18.18,5.05,83.3,334.9,334.9,13.057,756.3,0.04,0.24,0.08,0.08
15621,BP-1,Beach Pond,8/1/2019,11:06:53,9.456,43.1,62.4,61.3,40,0.03,45.6,5.21,45.8,19.585,5.02,84.9,336.7,336.7,14.045,756.3,0.05,0.26,0.09,0.08
15621,BP-1,Beach Pond,8/1/2019,11:08:03,9.18,42.8,62.5,61.4,40,0.03,43.5,5.01,43.8,21.026,5,85.7,337.9,337.9,15.058,756.2,0.04,0.25,0.07,0.06
15621,BP-1,Beach Pond,8/1/2019,11:09:33,9.066,42.8,62.6,61.5,40,0.03,39.7,4.58,39.9,22.47,5.01,85.6,337.8,337.8,16.074,756.1,0.03,0.19,0.08,0.07
15621,BP-1,Beach Pond,8/1/2019,11:10:22,9.051,42.8,62.6,61.6,40,0.03,39.2,4.53,39.4,23.856,5,85.9,338.2,338.2,17.048,756.3,0.02,0.15,0.05,0.04
15621,BP-1,Beach Pond,8/1/2019,11:11:21,9.018,42.8,62.7,61.6,40,0.03,37.6,4.34,37.8,25.278,5,85.8,338.2,338.2,18.048,756.2,0.02,0.14,0.06,0.05
15621,BP-1,Beach Pond,8/1/2019,11:12:13,8.908,42.7,62.8,61.7,40,0.03,31.4,3.64,31.6,26.674,4.99,86.4,338.5,338.5,19.029,756.3,0.03,0.2,0.05,0.04
15621,BP-1,Beach Pond,8/1/2019,11:16:39,27.843,65.2,61.5,61.8,40,0.03,105.2,8.26,105.7,0.232,6.32,13.6,287.7,287.7,0.435,756.3,0.01,0.1,0.02,0.01
18929,BDP-1,Beachdale Pond,8/1/2019,13:14:33,26.662,68,65.7,65.9,43,0.03,56.1,4.49,56.3,0.264,5.76,47.3,174,174,0.459,757.2,1.28,5.34,0.18,0.17
18929,BDP-1,Beachdale Pond,8/1/2019,13:16:24,20.539,97.8,107.7,106.9,69,0.05,28.8,2.59,28.9,1.196,6,31.1,197.4,197.4,1.114,757.2,0.45,1.92,0.05,0.05
18929,BDP-1,Beachdale Pond,8/1/2019,13:17:24,17.544,83.5,98.5,97.3,63,0.05,12.7,1.22,12.8,2.622,5.98,31.9,205.2,205.2,2.118,757.1,0.6,2.54,0.07,0.06
18929,BDP-1,Beachdale Pond,8/1/2019,13:19:07,25.576,67.9,67.1,67.2,44,0.03,41.9,3.43,42.1,0.256,5.78,45.9,193.4,193.4,0.452,757.2,0.95,3.96,0.12,0.11
19300,AP-1,Avery Pond,8/1/2019,14:50:05,29.157,150.1,137.9,139.1,90,0.06,139.3,10.68,139.1,0.331,8.31,-107.7,264.9,264.9,0.505,760.8,1.75,7.26,1.37,1.38
19300,AP-1,Avery Pond,8/1/2019,14:52:10,28.367,147.9,138,139,90,0.06,139.7,10.86,139.5,1.294,8.39,-112.1,272.2,272.2,1.185,760.9,2.37,9.82,1.73,1.76
19300,AP-1,Avery Pond,8/1/2019,14:53:41,26.13,139.8,136.5,136.8,89,0.06,83.7,6.77,83.6,2.719,6.87,-19.8,302.7,302.7,2.19,760.8,9.69,39.9,4.85,4.94
19300,AP-1,Avery Pond,8/1/2019,14:55:10,21.127,199.7,217.1,215.6,140,0.1,4.8,0.43,4.8,4.139,6.52,0.9,-112.7,-112.7,3.188,760.7,1.85,7.68,1.25,1.27
19300,AP-1,Avery Pond,8/1/2019,14:57:36,29.347,150.7,137.8,139.1,90,0.06,137.6,10.52,137.5,0.325,8.34,-109.3,61,61,0.502,760.7,1.67,6.94,1.24,1.25
20271,MP-1,Moosup Pond,8/6/2019,13:38:47,27.724,62.7,59.2,59.6,39,0.03,103.8,8.17,105,-0.186,7.49,-60.6,N/A,N/A,-0.131,751.4,1.13,4.65,0.03,0.01
20271,MP-1,Moosup Pond,8/6/2019,13:44:28,27.719,62.7,59.2,59.6,39,0.03,103.5,8.14,104.7,0.735,7.51,-62.1,N/A,N/A,0.518,751.4,1.4,5.72,0.05,0.03
20271,MP-1,Moosup Pond,8/6/2019,13:47:13,27.712,62.7,59.3,59.6,39,0.03,103.2,8.12,104.4,2.089,7.5,-61.3,N/A,N/A,1.474,751.4,1.75,7.13,0.04,0.02
20271,MP-1,Moosup Pond,8/6/2019,13:51:13,27.277,62.2,59.3,59.6,39,0.03,97.3,7.71,98.4,3.521,7.05,-34,N/A,N/A,2.484,751.4,1.52,6.22,0.05,0.04
20271,MP-1,Moosup Pond,8/6/2019,13:54:41,22.245,55.2,58.6,58.3,38,0.03,27.7,2.41,28,4.912,6.36,7.2,N/A,N/A,3.461,751.3,2.06,8.37,0.22,0.2
20271,MP-1,Moosup Pond,8/6/2019,13:59:15,17.059,52.6,62.9,62.1,40,0.03,4.8,0.46,4.9,6.331,6.24,13.2,N/A,N/A,4.457,751.2,2.93,11.91,0.64,0.62
20271,MP-1,Moosup Pond,8/6/2019,14:01:08,15.248,56.3,70.2,69.2,45,0.03,1.1,0.11,1.1,7.023,6.29,10.5,N/A,N/A,4.942,751.3,2.5,10.15,8.42,8.42
20271,MP-1,Moosup Pond,8/6/2019,14:04:29,27.765,62.7,59.2,59.6,39,0.03,103,8.09,104.2,-0.193,7.54,-63.6,N/A,N/A,-0.136,751.3,1.03,4.25,0.02,0.01
19321,GFR-1,Green Fall Reservoir,8/6/2019,10:42:14,27.241,26.6,25.4,25.5,17,0.01,89.3,7.08,90.3,-0.153,5.38,66.9,N/A,N/A,-0.108,751.3,0.97,4,0.03,0.01
19321,GFR-1,Green Fall Reservoir,8/6/2019,10:44:27,27.122,26.6,25.4,25.6,17,0.01,88.3,7.02,89.3,0.742,5.38,67.3,N/A,N/A,0.523,751.5,1.06,4.36,0.04,0.02
19321,GFR-1,Green Fall Reservoir,8/6/2019,10:46:23,24.977,26.3,26.3,26.3,17,0.01,55.4,4.58,56.1,2.076,5.15,80.3,N/A,N/A,1.464,751.4,1.25,5.12,0.14,0.13
19321,GFR-1,Green Fall Reservoir,8/6/2019,10:47:44,18.922,23.1,26.4,26.1,17,0.01,30.8,2.86,31.1,3.533,5.11,80.4,N/A,N/A,2.488,751.6,0.61,2.57,0.09,0.08
19321,GFR-1,Green Fall Reservoir,8/6/2019,10:49:59,14.038,20.8,26.7,26.3,17,0.01,42.9,4.41,43.3,4.943,5,84.8,N/A,N/A,3.478,751.5,0.58,2.44,0.19,0.17
19321,GFR-1,Green Fall Reservoir,8/6/2019,10:52:02,11.303,19.8,27.2,26.8,17,0.01,33.3,3.65,33.7,6.323,4.93,87.9,N/A,N/A,4.447,751.5,0.41,1.75,0.25,0.23
19321,GFR-1,Green Fall Reservoir,8/6/2019,10:53:47,9.6,19.4,27.9,27.4,18,0.01,17.3,1.97,17.5,7.768,4.92,87.4,N/A,N/A,5.463,751.4,0.31,1.37,0.32,0.31
19321,GFR-1,Green Fall Reservoir,8/6/2019,10:55:47,9.06,19,27.8,27.3,18,0.01,11.3,1.31,11.5,9.166,4.95,85.7,N/A,N/A,6.446,751.4,0.27,1.19,0.32,0.31
19321,GFR-1,Green Fall Reservoir,8/6/2019,10:57:50,8.889,18.8,27.6,27.1,18,0.01,7,0.81,7.1,9.794,5,82.6,N/A,N/A,6.887,751.4,0.27,1.17,0.36,0.34
19321,GFR-1,Green Fall Reservoir,8/6/2019,11:01:10,27.278,26.7,25.4,25.6,17,0.01,88.4,7.01,89.4,-0.107,5.4,65.7,N/A,N/A,-0.075,751.7,0.94,3.88,0.05,0.03
15868,EVL-1,Eagleville Lake,8/8/2019,13:54:59,24.992,143.7,143.8,143.8,93,0.07,91.4,7.55,93.1,-0.007,6.69,-15.2,N/A,N/A,-0.005,746.3,1.08,4.2,0,0.02
15868,EVL-1,Eagleville Lake,8/8/2019,13:57:19,23.299,130.5,135.3,134.9,88,0.06,90.3,7.7,92,1.03,6.71,-16.2,N/A,N/A,0.726,746.4,1.7,6.64,0.12,0.14
15868,EVL-1,Eagleville Lake,8/8/2019,13:58:12,22.126,136.8,145.5,144.7,94,0.07,79.4,6.93,80.9,2.422,6.62,-11.1,N/A,N/A,1.706,746.4,1.36,5.28,0.11,0.13
15868,EVL-1,Eagleville Lake,8/8/2019,14:00:17,24.856,149.4,149.9,149.8,97,0.07,91,7.54,92.7,-0.007,6.69,-14.8,N/A,N/A,-0.005,746.3,1.18,4.59,0.04,0.06
16154,WL-1,Wonoscupomuc Lake,8/14/2019,11:28:21,25.04,326.5,326.2,326.2,212,0.15,108.6,8.96,111.6,-0.088,8.62,-130.7,N/A,N/A,-0.062,739.3,0.57,2.2,0.02,0.04
16154,WL-1,Wonoscupomuc Lake,8/14/2019,11:33:31,25.048,326.5,326.2,326.2,212,0.15,108.6,8.96,111.6,0.752,8.63,-130.9,N/A,N/A,0.53,739.4,0.71,2.75,0,0.01
16154,WL-1,Wonoscupomuc Lake,8/14/2019,11:36:55,25.05,326.5,326.2,326.2,212,0.15,108.3,8.94,111.4,2.162,8.63,-131,N/A,N/A,1.524,739.3,0.75,2.88,0.04,0.05
16154,WL-1,Wonoscupomuc Lake,8/14/2019,11:39:54,25.047,326.6,326.2,326.3,212,0.15,108.3,8.94,111.4,3.585,8.63,-130.8,N/A,N/A,2.528,739.2,0.73,2.81,0.04,0.06
16154,WL-1,Wonoscupomuc Lake,8/14/2019,11:41:43,25.042,326.6,326.3,326.3,212,0.15,108.2,8.93,111.2,4.988,8.62,-130.6,N/A,N/A,3.517,739.3,0.78,3.01,0.03,0.05
16154,WL-1,Wonoscupomuc Lake,8/14/2019,11:44:06,25.026,326.5,326.4,326.4,212,0.15,108,8.91,111,6.407,8.63,-130.9,N/A,N/A,4.517,739.3,0.72,2.78,0.02,0.04
16154,WL-1,Wonoscupomuc Lake,8/14/2019,11:48:28,19.8,306.7,343.7,340.6,221,0.16,161.7,14.74,166.2,8.056,8.54,-124.3,N/A,N/A,5.673,739.2,1.33,5.17,0.2,0.21
16154,WL-1,Wonoscupomuc Lake,8/14/2019,11:50:35,14.774,276.2,348.5,343.2,223,0.17,146,14.78,150.1,9.317,8.56,-123.8,N/A,N/A,6.556,739.1,1.25,4.88,0.31,0.32
16154,WL-1,Wonoscupomuc Lake,8/14/2019,11:52:40,11.814,259.8,353.2,347.2,226,0.17,124.9,13.5,128.4,10.691,8.45,-116.3,N/A,N/A,7.519,739.3,1.41,5.5,0.41,0.41
16154,WL-1,Wonoscupomuc Lake,8/14/2019,11:54:50,9.597,246.7,355.7,349.5,227,0.17,99,11.27,101.8,12.058,8.13,-97.5,N/A,N/A,8.479,739.4,1.01,3.9,0.54,0.53
16154,WL-1,Wonoscupomuc Lake,8/14/2019,11:56:35,8.567,240.6,356.8,350.6,228,0.17,84.5,9.86,86.9,13.474,7.93,-86.3,N/A,N/A,9.474,739.2,1.16,4.51,0.71,0.69
16154,WL-1,Wonoscupomuc Lake,8/14/2019,11:58:13,7.694,235.9,358.5,352.4,229,0.17,79.5,9.47,81.7,14.857,7.94,-86.7,N/A,N/A,10.445,739.3,1.46,5.67,1.84,1.78
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:00:34,7.044,236.5,366,360,234,0.17,28.6,3.47,29.4,16.288,7.5,-61.6,N/A,N/A,11.451,739.2,1.25,4.85,2.28,2.19
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:02:19,6.657,231.1,361.6,355.7,231,0.17,23.1,2.83,23.8,17.73,7.4,-55.9,N/A,N/A,12.465,739.2,0.83,3.2,1.11,1.07
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:04:32,6.403,227.8,359.1,353.3,230,0.17,23.5,2.9,24.2,19.208,7.38,-54.6,N/A,N/A,13.504,739.1,0.59,2.27,0.61,0.6
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:06:03,6.235,225.7,357.5,351.8,229,0.17,26,3.21,26.7,20.556,7.38,-54.6,N/A,N/A,14.451,739.3,0.53,2.02,0.51,0.51
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:07:19,6.075,223.9,356.2,350.6,228,0.17,23.2,2.88,23.8,21.98,7.36,-53.5,N/A,N/A,15.452,739.3,0.48,1.83,0.42,0.42
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:11:19,5.959,223.2,356.3,350.7,228,0.17,16.6,2.07,17.1,23.421,7.32,-51.5,N/A,N/A,16.466,739.1,0.41,1.57,0.39,0.39
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:13:45,5.864,222.5,356.1,350.6,228,0.17,17.1,2.14,17.6,24.792,7.33,-51.7,N/A,N/A,17.429,739,0.44,1.68,0.41,0.41
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:15:25,5.784,222.1,356.4,350.9,228,0.17,12.7,1.58,13,26.131,7.3,-50.4,N/A,N/A,18.37,739.1,0.38,1.43,0.4,0.4
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:17:32,5.722,221.9,356.6,351.2,228,0.17,6.6,0.82,6.8,27.449,7.27,-48.7,N/A,N/A,19.297,739.3,0.37,1.4,0.39,0.39
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:19:19,5.654,221.9,357.5,352,229,0.17,1,0.13,1,29.04,7.26,-48.1,N/A,N/A,20.415,739.2,0.3,1.12,0.38,0.38
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:20:38,5.626,223.1,359.6,354.1,230,0.17,0.8,0.1,0.8,30.485,7.28,-49,N/A,N/A,21.431,739.3,0.3,1.12,0.38,0.38
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:22:15,5.617,225.5,363.5,358,233,0.17,0.7,0.09,0.8,31.878,7.31,-50.9,N/A,N/A,22.41,739.1,0.29,1.09,0.38,0.38
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:23:35,5.584,227.7,367.4,361.8,235,0.17,0.6,0.08,0.6,33.269,7.34,-52.4,N/A,N/A,23.388,739.2,0.28,1.05,0.39,0.39
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:24:48,5.544,230.8,372.9,367.3,239,0.18,0.5,0.07,0.6,34.702,7.37,-54.4,N/A,N/A,24.395,739.1,0.29,1.08,0.4,0.4
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:26:18,5.512,235.5,380.9,375.2,244,0.18,0.6,0.07,0.6,36.117,7.42,-56.9,N/A,N/A,25.39,739.1,0.3,1.11,0.39,0.39
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:27:26,5.498,240,388.3,382.5,249,0.18,0.4,0.05,0.4,37.557,7.46,-59,N/A,N/A,26.402,739.2,0.3,1.14,0.42,0.42
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:28:37,5.486,243.4,394,388.1,252,0.19,0.4,0.05,0.4,38.93,7.49,-60.7,N/A,N/A,27.367,739.3,0.33,1.23,0.41,0.41
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:29:51,5.464,255.6,414,407.7,265,0.2,0.4,0.05,0.4,40.317,7.55,-64.2,N/A,N/A,28.342,739.2,0.32,1.19,0.38,0.38
16154,WL-1,Wonoscupomuc Lake,8/14/2019,12:37:06,25.178,327.1,325.9,326,212,0.15,108.9,8.96,112,-0.087,8.67,-133.6,N/A,N/A,-0.061,739,0.5,1.9,0.03,0.05
20230,KP-1,Killingly Pond,9/9/2019,11:10:07,22.03,25.7,27.4,27.3,18,0.01,92.3,8.06,93.1,0.203,6.08,15.3,N/A,N/A,0.143,753.2,0.38,1.43,0.02,0.04
20230,KP-1,Killingly Pond,9/9/2019,11:13:32,21.969,25.7,27.4,27.3,18,0.01,91.9,8.04,92.7,1.033,6,20,N/A,N/A,0.728,753.4,0.36,1.34,0.05,0.06
20230,KP-1,Killingly Pond,9/9/2019,11:17:47,21.846,25.6,27.4,27.2,18,0.01,91.5,8.02,92.3,2.448,5.96,22.3,N/A,N/A,1.725,753.1,0.53,2.04,0.02,0.04
20230,KP-1,Killingly Pond,9/9/2019,11:21:00,21.798,25.6,27.4,27.2,18,0.01,91.5,8.03,92.3,3.908,5.94,23.6,N/A,N/A,2.753,753.2,0.56,2.15,0.04,0.05
20230,KP-1,Killingly Pond,9/9/2019,11:23:20,21.749,25.6,27.4,27.2,18,0.01,91.3,8.02,92.1,5.278,5.95,22.9,N/A,N/A,3.719,753.1,0.7,2.67,0.07,0.08
20230,KP-1,Killingly Pond,9/9/2019,11:25:09,21.741,25.5,27.4,27.2,18,0.01,91.2,8.02,92.1,6.663,5.94,23.4,N/A,N/A,4.695,753.1,0.64,2.47,0.05,0.07
20230,KP-1,Killingly Pond,9/9/2019,11:26:52,21.749,25.5,27.4,27.2,18,0.01,91.2,8.01,92,8.076,5.94,23.4,N/A,N/A,5.691,753.2,0.67,2.58,0.07,0.08
20230,KP-1,Killingly Pond,9/9/2019,11:28:56,22.121,25.8,27.4,27.3,18,0.01,92.4,8.06,93.3,0.16,5.94,23.7,N/A,N/A,0.113,753.1,0.39,1.46,0.05,0.07
