"GNIS_ID","GNIS_Name","area_acre","area_buffe","building_acres","road_acres","other_impervious_acres","total_impervious_acres"
208851,"Messerschmidt Pond",82,59,0.025849070002875,1.33890020847321,0.072471208870411,1.43722048734649
207425,"Grays Pond",4,11,0.29649905432024,0.23865270614624,0.330949094797688,0.866100855264168
209671,"Peat Swamp Reservoir",61,56,0,1.33084857463837,0,1.33084857463837
208339,"Lake Konomoc",289,140,0.339637398924588,1.58237028121948,1.43685782141984,3.3588655015639
209639,"Pattagansett Lake",126,86,2.5524037906016,2.12454700469971,3.54549649815999,8.2224472934613
206703,"Doaneville Pond",68,51,1.21216130551681,0.870719850063324,2.88129656535966,4.96417772093979
211799,"Wangum Lake",178,76,0.01525265851891,1.34910917282104,0.117719560861588,1.48208139220154
1770751,"Lake Plymouth",45,32,4.11909468408333,4.07538080215454,2.9629605553564,11.1574360415943
207536,"Groton Reservoir",195,140,1.08026195964358,7.88031768798828,4.85099752331098,13.8115771709428
205507,"Billings Lake",95,60,0.780911140579375,0.587516963481903,1.25816874345219,2.62659684751347
205500,"Bigelow Pond",26,36,0,0.360889613628387,0.290337234735489,0.651226848363876
205330,"Beachdale Pond",37,54,0.332219221978531,0.298848360776901,0.876328642851149,1.50739622560658
205108,"Ansonia Reservoir",30,30,0.179141920472599,0.357167422771454,0.184897784143686,0.721207127387739
206252,"Chestnut Hill Reservoir",65,41,1.43806592273372,1.83493828773498,1.56438604923824,4.83739025970695
209680,"Peck Pond",27,31,0,0.731953918933868,0.056939966976643,0.788893885910511
205495,"Big Pond",39,33,0.279835685125823,0.697013139724731,0.508390555576625,1.48523938042718
209030,"Moosup Pond",89,41,2.00695629305814,1.8876748085022,2.49143623318378,6.38606733474411
207749,"Lake Hayward",172,93,5.04415810683437,6.08404016494751,4.6459512593301,15.774149531112
209045,"Morgan Pond Reservoir",146,84,0,1.39187741279602,0,1.39187741279602
206510,"Cream Hill Lake",67,37,0.175174886628085,0,2.10595617443323,2.28113106106132
205089,"Amos Lake",112,61,1.80951741181423,1.79112160205841,3.61970550110345,7.22034451497609
212322,"Lake Zoar",742,408,15.9920959762195,15.7737903594971,34.8848253198732,66.6507116555897
210861,"Silver Lake",141,78,3.31342655037078,2.79698443412781,4.94115610231529,11.0515670868139
209579,"Pachaug Pond",817,293,8.00338442375388,3.96682000160217,9.43106137413906,21.4012657994951
206648,"Deep Lake",7,13,0.089994004128396,0.417944312095642,1.03560729071614,1.54354560694018
212322,"Lake Zoar",1595,814,15.9920959762195,15.7737903594971,34.8848253198732,66.6507116555897
209014,"Moodus Reservoir",441,252,3.97909829356395,5.02180814743042,5.0594092778083,14.0603157188027
206085,"Cedar Lake",71,40,0.913870805870324,2.1614305973053,2.22617274336517,5.30147414654079
208753,"Mashapaug Pond",298,147,1.50837551110909,0.48681828379631,5.65230388485361,7.647497679759
207478,"Green Fall Pond",46,46,0,0.896287798881531,0.494229355826974,1.39051715470851
207253,"Gardner Lake",527,134,3.88884569084473,1.15941309928894,6.67631259080736,11.724571380941
205328,"Beach Pond",348,119,3.64495137654579,2.35034704208374,5.83974189445871,11.8350403130882
207711,"Hatch Pond",66,44,0.227171502542933,1.93631172180176,0.788235543666815,2.95171876801151
212226,"Wononskopomuc Lake",348,73,2.22962609983484,0,5.44023879128508,7.66986489111992
206160,"Lake Chaffee",52,40,3.75057057567258,3.56004309654236,5.07063427488174,12.3812479470967
212900,"Tyler Lake",187,86,3.11544834560685,1.24961304664612,2.0234948668076,6.38855625906056
1771176,"Bolton Lake",176,66,2.95392713707485,1.32023060321808,3.23680701121702,7.51096475150995
209620,"Park Pond",75,53,0.545360359213478,0.687936246395111,1.52647314965725,2.75976975526584
210050,"Lake Quassapaug",297,147,3.25403415260969,2.46808791160583,6.76088332636209,12.4830053905776
207373,"Gorton Pond",52,62,2.61308015526413,3.13262748718262,3.18462368215259,8.93033132459934
207318,"Glasgo Pond",81,79,1.05171006624986,1.42780697345734,2.81418406255398,5.29370110226117
212296,"Wyassup Lake",101,53,1.44190264505318,1.89133834838867,1.80843358648053,5.14167457992239
212225,"Wononpakook Lake",168,69,0.261388890212021,0,2.32252420834266,2.58391309855468
205357,"Beardsley Pond",30,29,0,0.755097210407257,0,0.755097210407257
209643,"Pattaconk Reservoir",52,52,0,0.106221459805965,0.091644626900234,0.197866086706199
210073,"Quonnipaug Lake",96,81,2.76249725109009,6.71906328201294,4.62026217480798,14.101822707911
206060,"Cat Swamp Pond",29,29,0.260374820289299,0.396519035100937,0.517873736098409,1.17476759148865
211809,"Lake Waramaug",641,218,5.93240097945172,17.5224552154541,9.61269937676116,33.067555571667
205866,"Burr Pond",83,67,0.028013236890956,0.494568645954132,0.485890695359558,1.00847257820465
208857,"Mianus Reservoir",201,151,0,0,0,0
205028,"West Branch Reservoir",67,81,0.047609199697849,0.401948183774948,0.034900467842817,0.484457851315614
205292,"Bashan Lake",266,113,4.55943291371832,3.23231053352356,4.53294936703196,12.3246928142738
206553,"Crystal Lake",187,68,3.61568850377015,2.41840195655823,10.9889719733692,17.0230624336976
209973,"Powers Lake",147,82,0.148863045053218,0,0.682700460776687,0.831563505829905
208263,"Lake Kenosia",56,37,2.35414000760284,1.04251754283905,3.6651065341432,7.06176408458509
